stopwatch,1178
timer_clock,1179
hourglass_flowing_sand,1180
pause_button,1181
stop_button,1182
record_button,1183
m,1184
black_small_square,1185
white_small_square,1186
arrow_forward,1187
arrow_backward,1188
white_medium_square,1189
black_medium_square,1190
white_medium_small_square,1191
black_medium_small_square,1192
sunny,1193
cloud,1194
open_umbrella,1195
snowman_with_snow,1196
comet,1197
phone,1198
telephone,1198
ballot_box_with_check,1199
umbrella,1200
coffee,1201
shamrock,1202
point_up,1203
skull_and_crossbones,1204
radioactive,1205
biohazard,1206
orthodox_cross,1207
star_and_crescent,1208
peace_symbol,1209
yin_yang,1210
wheel_of_dharma,1211
frowning_face,1212
relaxed,1213
aries,1214
taurus,1215
gemini,1216
cancer,1217
leo,1218
virgo,1219
libra,1220
scorpius,1221
sagittarius,1222
capricorn,1223
aquarius,1224
pisces,1225
spades,1226
clubs,1227
hearts,1228
diamonds,1229
hotsprings,1230
recycle,1231
wheelchair,1232
hammer_and_pick,1233
anchor,1234
crossed_swords,1235
balance_scale,1236
alembic,1237
gear,1238
atom_symbol,1239
fleur_de_lis,1240
warning,1241
zap,1242
white_circle,1243
black_circle,1244
coffin,1245
funeral_urn,1246
soccer,1247
baseball,1248
snowman,1249
partly_sunny,1250
cloud_with_lightning_and_rain,1251
ophiuchus,1252
pick,1253
rescue_worker_helmet,1254
chains,1255
no_entry,1256
shinto_shrine,1257
church,1258
mountain,1259
parasol_on_ground,1260
fountain,1261
golf,1262
ferry,1263
boat,1264
sailboat,1264
skier,1265
ice_skate,1266
basketball_man,1267
tent,1268
fuelpump,1269
scissors,1270
white_check_mark,1271
airplane,1272
email,1273
envelope,1273
fist,1274
fist_raised,1274
hand,1275
raised_hand,1275
v,1276
writing_hand,1277
pencil2,1278
black_nib,1279
heavy_check_mark,1280
heavy_multiplication_x,1281
latin_cross,1282
star_of_david,1283
sparkles,1284
eight_spoked_asterisk,1285
eight_pointed_black_star,1286
snowflake,1287
sparkle,1288
x,1289
negative_squared_cross_mark,1290
question,1291
grey_question,1292
grey_exclamation,1293
exclamation,1294
heavy_exclamation_mark,1294
heavy_heart_exclamation,1295
heart,1296
heavy_plus_sign,1297
heavy_minus_sign,1298
heavy_division_sign,1299
arrow_right,1300
curly_loop,1301
loop,1302
arrow_heading_up,1303
arrow_heading_down,1304
arrow_left,1305
arrow_up,1306
arrow_down,1307
black_large_square,1308
white_large_square,1309
star,1310
o,1311
wavy_dash,1312
part_alternation_mark,1313
congratulations,1314
secret,1315
